Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
United States,USA,2002,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,36.5699413051907
United States,USA,2001,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.74260431257
United States,USA,2000,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,32.6229288222801
United States,USA,1999,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,34.2201578036061
United States,USA,1998,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.1123115411012
United States,USA,1997,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.3208800081951
United States,USA,1996,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.340478531629
United States,USA,1995,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.9913018881267
United States,USA,1994,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.3705053541236
United States,USA,1993,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,32.1790241655961
United States,USA,1992,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.4293027301927
United States,USA,1991,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,35.2742616033755
United States,USA,1990,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.4239823234469
United States,USA,1989,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.9771729587357
United States,USA,1988,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.115651777113
United States,USA,1987,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,32.0203555614302
United States,USA,1986,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.5414556251403
United States,USA,1985,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.3758156323754
United States,USA,1984,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.983261096996
United States,USA,1983,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,38.9421304828603
United States,USA,1982,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,40.3800940438871
United States,USA,1981,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.6898395721925
United States,USA,1980,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,34.9524041981938
United States,USA,1979,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,32.7629036709909
United States,USA,1978,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,32.8494793310192
United States,USA,1977,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,31.9218241042345
United States,USA,1976,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,32.517061421116
United States,USA,1975,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,33.8572070049394
United States,USA,1974,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,34.2105263157895
United States,USA,1973,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,35.7255107386066
United States,USA,1972,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,39.0029325513196
United States,USA,1971,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,41.8754014129737
United States,USA,1970,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,43.9590443686007
United States,USA,2018,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,830203000000
United States,USA,2017,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,707506000000
United States,USA,2016,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,636857000000
United States,USA,2015,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,606465000000
United States,USA,2014,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,606150000000
United States,USA,2013,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,586843000000
United States,USA,2012,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,560499000000
United States,USA,2011,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,544855000000
United States,USA,2010,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,511948000000
United States,USA,2009,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,498087000000
United States,USA,2008,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,685920000000
United States,USA,2007,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,749976000000
United States,USA,2006,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,653926000000
United States,USA,2005,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,480319000000
United States,USA,2004,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,362178000000
United States,USA,2003,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,289655000000
United States,USA,2002,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,263864000000
United States,USA,2001,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,269448000000
United States,USA,2000,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,338639000000
United States,USA,1999,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,287982000000
United States,USA,1998,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,257546100000
United States,USA,1997,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,244195300000
United States,USA,1996,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,203808900000
United States,USA,1995,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,189364700000
United States,USA,1994,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,149383000000
United States,USA,1993,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,110742000000
United States,USA,1992,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,109521000000
United States,USA,1991,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,125110000000
United States,USA,1990,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,143190000000
United States,USA,1989,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,141490000000
United States,USA,1988,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,118037000000
United States,USA,1987,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,93891000000
United States,USA,1986,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,81583000000
United States,USA,1985,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,73944000000
United States,USA,1984,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,74858000000
United States,USA,1983,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,54450000000
United States,USA,1982,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,57140000000
United States,USA,1981,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,54260000000
United States,USA,1980,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,43090000000
United States,USA,1979,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,33430000000
United States,USA,1978,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,22160000000
United States,USA,1977,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,14670000000
United States,USA,1976,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,13320000000
United States,USA,1975,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,12580000000
United States,USA,1974,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,12110000000
United States,USA,1973,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,8950000000
United States,USA,1972,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,5850000000
United States,USA,1971,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,4810000000
United States,USA,1970,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,5070000000
United States,USA,2018,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,3128992000000
United States,USA,2017,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2902671000000
United States,USA,2016,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2718820000000
United States,USA,2015,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2765221000000
United States,USA,2014,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2866238000000
United States,USA,2013,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2755329000000
United States,USA,2012,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2755761000000
United States,USA,2011,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2675648000000
United States,USA,2010,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2348263000000
United States,USA,2009,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1966829000000
United States,USA,2008,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2550341000000
United States,USA,2007,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2358919000000
United States,USA,2006,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2219360000000
United States,USA,2005,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2000272000000
United States,USA,2004,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1771431000000
United States,USA,2003,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1514310000000
United States,USA,2002,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1397663000000
United States,USA,2001,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1367168000000
United States,USA,2000,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1447843000000
United States,USA,1999,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1228489000000
United States,USA,1998,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1099313000000
United States,USA,1997,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1042747000000
United States,USA,1996,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,955663000000
United States,USA,1995,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,890784000000
United States,USA,1994,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,801765000000
United States,USA,1993,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,713165000000
United States,USA,1992,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,656080000000
United States,USA,1991,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,609517000000
United States,USA,1990,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,616110000000
United States,USA,1989,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,580189000000
United States,USA,1988,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,545803000000
United States,USA,1987,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,500547000000
United States,USA,1986,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,448568000000
United States,USA,1985,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,410112000000
United States,USA,1984,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,399324000000
United States,USA,1983,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,323153000000
United States,USA,1982,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,298704000000
United States,USA,1981,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,309975000000
United States,USA,1980,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,290741000000
United States,USA,1979,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,248237000000
United States,USA,1978,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,207692000000
United States,USA,1977,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,179540000000
United States,USA,1976,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,149140000000
United States,USA,1975,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,120450000000
United States,USA,1974,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,125480000000
United States,USA,1973,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,89590000000
United States,USA,1972,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,72850000000
United States,USA,1971,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,61150000000
United States,USA,1970,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,54510000000
United States,USA,2018,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,13.0055735150513
United States,USA,2017,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,14.6279622639428
United States,USA,2016,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,14.8257024187637
United States,USA,2015,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,14.8764563836966
United States,USA,2014,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,15.7859047587352
United States,USA,2013,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,16.2580272966039
United States,USA,2012,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,15.9770094599258
United States,USA,2011,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,16.7579240139158
United States,USA,2010,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,18.8072150516356
United States,USA,2009,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,20.2208876353079
United States,USA,2008,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,18.6114336702888
United States,USA,2007,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,17.9060211019049
United States,USA,2006,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,15.8623196264586
United States,USA,2005,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,13.4126673914686
United States,USA,2004,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,14.2163754671791
United States,USA,2003,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,14.1119060692508
United States,USA,2002,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,13.7672084534787
United States,USA,2001,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,12.5859024026908
United States,USA,2000,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,10.281740321394
United States,USA,1999,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,9.16080000829454
United States,USA,1998,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.39099825101286
United States,USA,1997,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.56663633679415
United States,USA,1996,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.44215011471649
United States,USA,1995,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.37373594512411
United States,USA,1994,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.02273154236333
United States,USA,1993,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.66425899443327
United States,USA,1992,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.35542692719486
United States,USA,1991,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.33755274261603
United States,USA,1990,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.72227415653947
United States,USA,1989,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.7997268559165
United States,USA,1988,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.34416670891852
United States,USA,1987,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.85773136827264
United States,USA,1986,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,4.95396591731331
United States,USA,1985,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,3.40136054421769
United States,USA,1984,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.4809445523838
United States,USA,1983,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.52488020641356
United States,USA,1982,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.35109717868339
United States,USA,1981,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.25044563279857
United States,USA,1980,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.09909690017086
United States,USA,1979,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.42892630416782
United States,USA,1978,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.5244556642474
United States,USA,1977,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.28013029315961
United States,USA,1976,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,2.12765957446809
United States,USA,1975,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.52671755725191
United States,USA,1974,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.01569713758079
United States,USA,1973,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.25720272393924
United States,USA,1972,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.52492668621701
United States,USA,1971,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.60565189466924
United States,USA,1970,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,1.36518771331058
United States,USA,2018,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2561666000000
United States,USA,2017,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2358788000000
United States,USA,2016,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2207195000000
United States,USA,2015,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2273249000000
United States,USA,2014,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2385480000000
United States,USA,2013,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2294246000000
United States,USA,2012,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2303749000000
United States,USA,2011,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2239884000000
United States,USA,2010,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1938952000000
United States,USA,2009,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1580026000000
United States,USA,2008,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2141286000000
United States,USA,2007,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1986346000000
United States,USA,2006,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1878193000000
United States,USA,2005,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1695821000000
United States,USA,2004,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1488349000000
United States,USA,2003,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1272089000000
United States,USA,2002,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1173282000000
United States,USA,2001,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1153699000000
United States,USA,2000,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1231722000000
United States,USA,1999,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1035591000000
United States,USA,1998,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,918637000000
United States,USA,1997,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,876794000000
United States,USA,1996,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,803113000000
United States,USA,1995,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,749374000000
United States,USA,1994,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,668690000000
United States,USA,1993,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,589394000000
United States,USA,1992,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,536528000000
United States,USA,1991,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,491017000000
United States,USA,1990,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,498440000000
United States,USA,1989,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,477679000000
United States,USA,1988,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,447188000000
United States,USA,1987,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,409761000000
United States,USA,1986,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,368410000000
United States,USA,1985,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,338082000000
